0,10,20,30,40,50,60
"[3.5623405582253445, 3.4677106697206495, 3.571601509470119, 3.355190007167873, 3.5692202840970504, 3.5467266496799414, 3.5714522617743496, 3.571715152712864, 3.337076019229467, 3.5702585752933143]","[3.7118319093112597, 3.5651462366942583, 3.3419817936466827, 3.571841941368605, 3.570907418235904, 3.5425169432479837, 3.5953446125312905, 3.5717583671580417, 3.5719143185168782, 3.5719152955517597]","[3.5700110530082867, 3.571601298093867, 3.571947401474655, 3.5716185995590246, 3.545470365928008, 3.571810374715836, 3.57099526242778, 3.571774475920364, 3.571678431919719, 3.4669420992977162]","[3.570962614643654, 3.571933489834427, 3.1683099918260575, 3.5719337250651018, 3.8132853759773444, 3.7366777259003747, 3.5719515929283334, 3.5718590611868, 3.5329827906954963, 3.5719129867640635]","[3.368064661793921, 3.5718387912905603, 3.5702786964751487, 3.5717776449546887, 3.271383725069463, 3.8493255492200795, 3.5458771354603846, 3.4067038636992515, 3.5713511304155827, 3.601151361451575]","[4.186009029179084, 3.5517660309264314, 4.794426010796506, 3.5719515808567177, 3.549905559702129, 3.6095510191415885, 3.385578263371932, 3.5715240881284895, 3.5718684153127076, 3.571675919193654]","[3.5709669840590537, 3.564372045909004, 3.4087844610127034, 3.541639436289734, 3.4763583408896057, 3.6967145970909616, 3.5711539453475103, 3.4259049625201716, 3.539603171716562, nan]"
