0,10,20,30,40,50,60
"[3.953358351578085, 8.389038049249681, 8.876883034552645, 7.75584190546419, 1.8877964684773187, 3.5955531527341553, 11.440208887592485, 9.356968849359705, 2.3585064927062014, 9.996808566242903]","[7.624410636958622, 6.073915140738637, 11.471151770353375, 9.133021116498442, 11.469590500314778, 11.124437224455248, 6.493893273655529, 10.966000292638801, 7.890751014869262, 8.933168443242506]","[11.435609419597007, 9.599676008779829, 8.395577742440365, 6.849427354554709, 10.360487695016353, 8.125567232791838, 11.467450054979475, 4.799664608895368, 11.433725071542334, 9.09330186597648]","[9.955522580745553, 11.444903094653544, 1.4943528009954152, 11.466459711536366, 3.580959220045159, 9.391737443789417, 7.90297902649909, 11.30355825468343, 11.37177230384588, 10.10557061829257]","[8.065316555385037, 11.35120856462239, 8.03537424371148, 9.705101516500704, 9.871719744283673, 2.9638030008823306, 8.080632118521425, 10.082366760080843, 11.46197512836163, 4.789159819042294]","[7.148860752739701, 1661.3312495462076, 10.556697426985142, 7.274921789916848, 8.721855868529044, 11.049300612701218, 9.015481940457798, 9.689559989670533, 6.349447614829947, 8.160831606569003]","[11.454700783543524, 11.461063215238855, 9.479661343710172, 11.405528679314848, 10.954310576016358, 3.9592286343048078, 1.8698011579030833, 9.171506588286592, 7.505006328405251, 12.16639545058641]"
