40,60
"[3.200911085460213, 3.4631841875261835, 5.1812017955805265, 3.6438431003419174, 3.5714766656498838, 3.486283164253176, 3.5714442627877094, 3.5709288713327703, 3.4410476147061724, 3.571104243425714, 3.5344154449407257, 3.5702613898155575, 3.6181909444034193, 3.571820018477136, 3.5710177588760064, 3.841089871058008, 3.670428062838152, 3.5718204310035224, 3.5719143185168782, 3.571931995571461]","[3.5647121165620153, 3.4151202732729846, 3.5719482273445053, 3.5715331545820233, 3.5567891330644534, 3.527461369648936, 3.5709755354176833, 3.571949176903075, 3.571556786563525, 3.5914352743849323, 3.5711308716562167, 3.5717059232509336, 6.081250553371287, 3.5671301497109074, 3.619739075067425, 3.4966516534409013, 3.5719515929283334, 3.5718415582161027, 3.278305114309837, 3.5719075887972833]"
