0,20,50,80
"[8.383389496520284, 7.529737098574386, 11.471117131688112, 7.570831644324618, 5.517898094142504, 7.78922598888258, 5.284160719575449, 10.232877241727675, 12.009919035342804, 7.98344623593912, 3.547796191776286, 2.6268159182099367, 9.20361525054771, 8.697831089477479, 1.5412361389570481, 8.294573961380417, 7.9432338401961475, 1.9500750575605639, 8.706623985476751, 11.469001058383594]","[7.8742579729845765, 11.41126545122245, 11.465853380794039, 8.667477608785903, 3.3687002094272356, 7.803002790971644, 7.943489042700609, 9.132221513672652, 10.29258808488734, 8.532084967603192, 7.605691671549947, 9.273511263536951, 4.190186948958473, 7.812731918390186, 5.143560990891799, 3.453005177401427, 8.662003300635094, 14.879045060742314, 10.298529960449349, 11.48874556097717]","[7.148860752739701, 1661.3312495462076, 10.556697426985142, 7.274921789916848, 8.721855868529044, 11.049300612701218, 9.015481940457798, 9.689559989670533, 6.349447614829947, 8.160831606569003, 11.467466083490443, 11.462117097791472, 9.977462614338247, 11.388217563267121, 15.555455482582927, 7.1636644718929965, 7.724991206602606, 3.9983145911446867, 3.9985953793246325, 10.716613423258195]","[12.365054356750852, 10.658955247393116, 11.470964926696007, 9.316324130829294, 12.984614367229907, 13.175228658862329, 9.847993242862543, 13.4249690469074, 14.58445187376712, 3.5150765085258, 12.283524780908685, 10.718365105100451, 10.210537173138286, 11.773218085996346, 2.5987121633338126, 7.863974671513468, 9.313499741265883, 2308191832774.14, 7.5765113918220734, 11.46048418071888]"
