20,50
"[745.206917451517, 843.8455888613655, 777.7911254102554, 656.6224019718952, 523.897015454666, 751.4769340431953, 884.2817881094606, 110.71341797881894, 120.85457161605403, 669.8739541889106, 178.64764285874207, 144.97060404325381, 915.9180124576769, 868.5591115069549, 96.07963867496618, 748.4942002386152, 751.199379369128, 878.64026562521, 296.2633296423867, 736.360388909138, 201.96573220116437, 737.1480424449846, 756.6321328642325, 281.1836096317877, 758.098347240423, 170.81305733031658, 312.75601220062845, 168.78476967650116, 749.9595901477636, 260.798313536819, 701.5414074276086, 766.0292609079294, 756.7493825323664, 45.501605527564166, 747.4847839901238, 742.3154999623413, 755.9737009887561, 796.7690916125551, 98.4123131432267, 751.5647857022952, 253.72728946006725, 758.9056475851854, 275.2860758470295, 308.17188539118695, 738.4968259028481, 271.2062275545568, 309.28735773461415, 779.5791936962779, 811.1899422651827, 741.3636468742791, 753.05584952404, 745.4078014699533, 749.5641813418915, 881.9661962270342, 759.537872784444, 160.98114729495535, 801.6774365577289, 3.892142437468377e+18, 750.4402926091284, 238.05959641884849, 752.3794318101553, 751.7857470258709, 736.5259976543858, 747.0545532193136, 756.1042470980296, 194.24368659632364, 748.2887187567613, 216.21725910990736, 759.4244350753654, 764.4481584338212, 751.0859611384124, 751.5019358601697, 728.5635253480726, 651.2180680783175, 155.40546019659763, 754.4564582574644, 122.34239856094833, 120.61492004996624, 753.2999979492603, 769.8915356768324, 79.30717131832319, 747.0999026835444, 733.0213132257632, 397.74080622655913, 162.67971910283725, 755.5280113082922, 177.01145569755033, 205.6599880373889, 253.9331509109309, 758.9219325217008, 798.4638876489023, 257.5226109577313, 72.74158162395973, 369.94736157288486, 173.72698754281168, 748.8043352996164, 752.7875863976602, 644.1868367256136, 630.3308364291084, 742.9892631611101]","[1008.6742862805901, 886.9281938248168, 875.105124001738, 7.170152542946917e+41, 981.7668456647893, 353.9456087246681, 867.5237585474398, 673.1106274817347, 1035.3568043909004, 1052.7109583023237, 1.7037360307548715e+83, 1153.6372378177198, 3696.1139696228856, 835.0137610979364, 759.9822530487927, 818.4579582988096, 999.1351913844111, 857.0436316240234, 737.3468153546011, 497.40072668531764, 1028.7443820078263, 829.0100271736876, 513.7352765501902, 2.171976237939411e+54, 808.0197423966827, 213.65630441839562, 2320.137850151338, 1605.2215543877726, 978.137097637926, 807.9534256705265, 982.6376538095159, 592.9083218839598, 895.6804627173309, 988.259349829535, 845.8258608042063, 787.8761812824187, 1343.6775200991965, 279.89595247162174, 912.0613191109103, 818.7722822508453, 672.0339845242065, 1215.3472946300901, 1646.6041157936186, 1279.7052483334323, 1179.139635781169, 1243.663306235098, 599.4498325531275, 480.94254545539906, 311.7546751658992, 1080.713151724801, 61.97961396761268, 1147.6773422626723, 835.9237435383037, 1560.7679657123572, 743.7504789581241, 3.880956732794696e+42, 886.0024607738313, 1235.6659001088358, 764.4733925757022, 958.5583706990669, 1078.9269055678324, 1020.553763539492, 1380.7686097090852, 761.3783676516452, 807.5330970035351, 673.6628668942462, 653.2732638784679, 682.5998323203362, 344.2874694077879, 752.3592717108975, 893.9625119606806, 167.4727626478097, 365.2212900904666, 739.9865609550994, 200.846311462585, 746.9075329837309, 1356.517719789595, 789.299396618231, 465.84726021887417, 944.1945005486375, 694.5843610721405, 1036.8112347606045, 914.8919926604486, 719.1660650075423, 197.10944680005855, 4319.383541709898, 431.5501286201124, 803.2000751465915, 1073.7587379269794, 586.0447381768184, 702.0361168427468, 51.978372806932526, 744.2091481030702, 709.730252813942, 636.5297589483508, 111.09610192988252, 713.8571495378719, 925.0965611807187, 699.5319683611183, 846.4856423096868]"
